AbsoluteIrradiance:245,
845,0.14694527
845,0.65470793
845,-0.61571197
845,-2.15482941
845,3.23374241
845,-0.10768783
846,0.41132053
846,-2.19893967
846,3.83307319
846,-4.34153328
846,-1.9725568
846,-4.92141885
847,1.23161896
847,-12.25723075
847,7.76283036
847,-0.38743078
847,0.98484789
847,-7.02859647
848,0.71849661
848,13.30938773
848,-0.3986194
848,-2.66197424
848,-1.82445684
848,3.02624814
849,3.62167005
849,-6.19921731
849,0.46119204
849,-1.29475478
849,4.60025647
849,-17.0373425
850,5.552424
850,-6.12888749
850,10.45666898
850,3.22288851
850,0.79305359
850,4.20132084
851,-24.71885343
851,21.76539216
851,-2.33231733
851,-2.03010406
851,10.68371878
851,13.29604547
852,-7.86881259
852,-6.61578342
852,3.77620482
852,-5.37589316
852,1.1810536
852,1.51983159
853,14.89377635
853,-1.82309859
853,-15.39419061
853,15.2456966
853,9.85222927
853,-16.07471825
854,1.24968369
854,4.06657901
854,-18.89940414
854,-5.49019972
854,-15.92352583
854,8.8782081
855,6.75416562
855,-9.29608231
855,3.52851353
855,5.40873599
855,-4.64987308
855,-1.66659853
856,-22.96744398
856,5.21058021
856,-10.19468822
856,-2.10339724
856,3.35771525
856,-7.63332755
857,1.41682069
857,6.19057171
857,4.62823171
857,5.85550861
857,18.0139897
857,-9.52340407
858,-7.11482321
858,1.88531904
858,22.23143038
858,-13.53343527
858,-6.07964076
858,5.35277335
859,25.11097387
859,4.13119166
859,-11.90557569
859,12.07216536
859,-23.53674811
859,5.14753836
860,-0.18649029
860,-13.26913972
860,2.08245526
860,-11.60917622
860,-7.0984951
860,20.74258348
861,-23.20430409
861,2.16738735
861,-9.25242082
861,14.68603033
861,17.20292532
861,15.38469728
862,-14.44184266
862,8.21767728
862,-12.7187729
862,-6.74836589
862,-3.75343052
862,8.96367266
863,-3.30288089
863,-1.76903497
863,24.33873646
863,9.79281925
863,-18.27921305
863,-24.83047498
864,-11.51251119
864,15.471241
864,9.6043965
864,6.35954887
864,10.85003704
864,-10.29469933
864,-11.53175256
865,-16.13878649
865,16.34748974
865,-22.77522763
865,-2.57493028
865,-23.2098189
865,-17.50097049
866,-0.24992276
866,7.01930194
866,37.06493553
866,-10.73055342
866,13.41231913
866,10.41586293
867,-21.14405946
867,-14.96860733
867,27.37247052
867,3.61443028
867,23.8738513
867,1.04305624
868,25.66513804
868,-13.03319911
868,3.78222952
868,12.01263722
868,23.13885043
868,19.92073464
869,8.80330276
869,-18.71421891
869,-20.37431293
869,-13.32051977
869,21.63022099
869,15.17833811
870,20.55006897
870,19.94370779
870,-6.37195158
870,-7.96432268
870,27.42329759
870,-2.66453887
871,-5.04699153
871,-39.10827951
871,-29.12667979
871,29.52273294
871,2.11099278
871,6.23354917
872,-22.1251134
872,-24.89634442
872,-9.77861443
872,64.75904422
872,-20.4999853
872,-19.82174562
873,0.5206627
873,38.32123964
873,8.7152344
873,-50.84101259
873,21.85026703
873,17.26002709
874,-14.48964254
874,3.39803384
874,-66.31204031
874,-11.06857109
874,21.23747629
874,-21.36981473
875,24.85347268
875,39.47213678
875,-12.89867943
875,47.98735739
875,9.14272253
875,40.43016949
875,-82.15442701
876,-5.98242098
876,-24.98521173
876,-17.35371815
876,36.09539356
876,-2.78482806
876,-63.34460751
877,-21.5611073
877,17.35627246
877,-64.34614339
877,55.48367902
877,26.5897922
877,-5.51660133
878,14.68427999
878,4.58991434
878,-34.39424899
878,2.09435058
878,54.63597529
878,36.26506734
879,-4.68756845
879,-53.41212248
879,-51.42630345
879,-16.33810972
879,-17.98190802
879,-15.19279235
880,46.51739704
880,24.57247017
880,26.47097743
880,31.30405183
880,61.00097994
880,-11.66412661
881,-15.09899282
881,48.26970758
881,-5.63287248
881,-29.08451636
881,26.55925701
881,-111.7080643
882,41.29186664
882,-0.73597147
882,-56.19688092
882,77.22460154
882,66.84597655
882,41.64392938
883,79.14190381
883,-19.77255577
883,37.74639797
883,30.45305777
883,17.03052258
883,-18.60742833
883,-22.61782174
884,-50.37273815
884,-28.54011606
884,-28.53396119
